Pm.1,ρ,α,ad-e/n,δ-e/n,δ-Ec,
2,8.452,8.605,0.0721,0.4784,0.1681,IM
4,8.744,8.915,0.084,0.5269,0.1717,IM
4,8.386,9.015,0.0788,0.481,0.1694,IM
3,9.0305,8.66,0.0855,0.5354,0.1735,IM
2,8.678,9.325,0.0904,0.523,0.1717,IM
2,8.6065,9.17,0.0852,0.4857,0.1733,IM
3,8.162,8.885,0.0691,0.463,0.1659,IM
2,7.804,8.985,0.0641,0.416,0.1629,IM
2,8.4635,8.945,0.0771,0.4708,0.1674,IM
3,8.7405,8.94,0.0826,0.5213,0.1724,IM
3,8.3825,9.04,0.0775,0.4754,0.17,IM
2,8.0245,9.14,0.0707,0.4282,0.1668,IM
3,9.027,8.685,0.0841,0.5297,0.1741,IM
3,8.669,8.785,0.0792,0.4839,0.1729,IM
2,8.7555,9.255,0.0884,0.5136,0.17,IM
4,8.6745,9.35,0.0891,0.5186,0.1723,IM
2,8.3165,9.45,0.0821,0.4723,0.1683,IM
2,8.961,9.095,0.0908,0.5274,0.1764,IM
3,8.603,9.195,0.084,0.4812,0.1739,IM
2,8.245,9.295,0.0772,0.4339,0.1706,IM
3,8.522,9.29,0.0851,0.4863,0.1762,IM
2,9.1815,9.25,0.0973,0.5284,0.1803,IM
3,8.8235,9.35,0.0904,0.4821,0.1776,IM
2,8.445,8.655,0.0693,0.4635,0.1693,IM
2,8.818,8.87,0.0818,0.5111,0.1703,IM
3,8.379,9.065,0.0762,0.4694,0.1706,IM
3,9.0235,8.71,0.0827,0.5237,0.1747,IM
2,8.6655,8.81,0.0779,0.478,0.1735,IM
2,8.3075,8.91,0.0715,0.431,0.1717,IM
2,8.9575,9.12,0.0895,0.5227,0.177,IM
3,8.5995,9.22,0.0829,0.4765,0.1744,IM
2,8.805,9.06,0.0856,0.4903,0.1803,IM
3,8.285,9.35,0.081,0.4532,0.1827,IM
3,9.178,9.275,0.0961,0.5247,0.1808,IM
4,8.82,9.375,0.0888,0.4784,0.1782,IM
3,8.739,9.47,0.0901,0.4838,0.1804,IM
2,8.381,9.57,0.0844,0.4365,0.1768,IM
2,8.658,9.565,0.0915,0.4891,0.1825,IM
3,9.031,9.78,0.1019,0.5191,0.1821,IM
2,8.8785,9.72,0.0984,0.4876,0.186,IM
2,8.7335,8.99,0.0797,0.5092,0.1736,IM
3,8.954,9.145,0.0882,0.5178,0.1775,IM
3,8.873,9.24,0.0881,0.5225,0.18,IM
2,8.515,9.34,0.0825,0.4764,0.1773,IM
3,8.8015,9.085,0.0843,0.4852,0.1808,IM
2,9.1745,9.3,0.095,0.5208,0.1814,IM
2,8.8165,9.4,0.0873,0.4744,0.1788,IM
3,8.7355,9.495,0.0886,0.4798,0.181,IM
2,8.6545,9.59,0.0902,0.485,0.1831,IM
2,9.38,9.14,0.0976,0.5348,0.1863,IM
2,9.022,9.24,0.0906,0.4887,0.1847,IM
2,9.299,9.235,0.098,0.54,0.1889,IM
2,8.86,9.43,0.093,0.4992,0.1895,IM
2,8.502,9.53,0.0867,0.4523,0.1868,IM
4,9.395,9.455,0.1006,0.5194,0.1852,IM
4,9.314,9.55,0.102,0.525,0.1875,IM
3,8.875,9.745,0.097,0.4844,0.1866,IM
2,8.8695,9.265,0.0867,0.5173,0.1806,IM
3,9.156,9.01,0.0882,0.5258,0.1829,IM
4,8.798,9.11,0.083,0.4798,0.1814,IM
2,9.0035,8.95,0.0847,0.493,0.1858,IM
2,8.651,9.615,0.0889,0.4807,0.1836,IM
2,9.0185,9.265,0.0894,0.4845,0.1853,IM
2,8.6605,9.365,0.0827,0.4373,0.183,IM
3,8.9375,9.36,0.0907,0.4896,0.1877,IM
3,8.5795,9.46,0.0839,0.4426,0.1852,IM
3,9.3915,9.48,0.0991,0.5161,0.1857,IM
3,8.9525,9.675,0.0941,0.4753,0.1851,IM
2,8.8715,9.77,0.0955,0.4809,0.1871,IM
2,9.158,9.515,0.0971,0.49,0.1914,IM
2,8.934,9.385,0.0893,0.4851,0.1883,IM
3,8.853,9.48,0.0901,0.4901,0.1906,IM
3,9.307,9.6,0.0996,0.5182,0.1886,IM
2,8.949,9.7,0.0927,0.4718,0.1856,IM
2,9.5125,9.44,0.1027,0.5326,0.1938,IM
2,9.1545,9.54,0.0957,0.4864,0.1919,IM
2,9.0735,9.635,0.0971,0.4918,0.1942,IM
4,9.5275,9.755,0.1054,0.5151,0.1921,IM
2,9.443,9.875,0.1057,0.5179,0.1948,IM
3,7.069,8.88,0.065,0.4129,0.1636,IM
3,7.5955,8.655,0.0783,0.4628,0.1723,IM
3,7.576,8.78,0.0752,0.4356,0.1716,IM
3,7.5565,8.905,0.0708,0.4075,0.1704,IM
3,7.1,9.095,0.0739,0.4349,0.1622,IM
3,7.3055,8.935,0.0754,0.4478,0.1698,IM
2,7.286,9.06,0.0722,0.4204,0.1681,IM
2,7.487,9.34,0.0756,0.3997,0.1695,IM
2,7.4675,9.465,0.0721,0.3695,0.1664,IM
2,7.8125,8.835,0.0854,0.4657,0.177,IM
3,7.7465,9.245,0.0911,0.4603,0.1775,IM
2,7.7075,9.495,0.0829,0.4019,0.173,IM
3,7.4025,8.74,0.0767,0.4636,0.169,IM
3,7.344,9.115,0.0651,0.3808,0.1642,IM
2,7.5645,9.27,0.0729,0.3891,0.168,IM
3,7.8705,8.89,0.0781,0.4275,0.1742,IM
3,7.851,9.015,0.074,0.3986,0.1731,IM
2,7.7895,8.985,0.0796,0.4324,0.1768,IM
2,7.5375,9.43,0.0869,0.4415,0.1703,IM
2,7.4565,9.525,0.0882,0.4469,0.1722,IM
2,7.8045,9.3,0.0842,0.4217,0.174,IM
2,7.7395,9.295,0.088,0.4515,0.1786,IM
3,7.9255,9.26,0.0865,0.4373,0.1836,IM
3,8.4345,11.58,0.0924,0.4662,0.2519,IM
3,9.141,10.305,0.1005,0.4887,0.2237,IM
3,8.1715,9.04,0.0843,0.475,0.188,IM
3,8.5065,9.09,0.084,0.4885,0.1896,IM
3,9.041,9.23,0.1016,0.5104,0.196,IM
2,8.9035,9.57,0.1021,0.5294,0.1914,IM
3,10.1885,9.205,0.1128,0.5879,0.242,IM
3,10.8955,9.45,0.1223,0.6128,0.2623,IM
3,9.16,8.805,0.1023,0.5499,0.2332,IM
3,9.5945,8.615,0.103,0.5674,0.2434,IM
2,9.239,8.72,0.1001,0.5388,0.2311,IM
2,9.525,9.05,0.1094,0.5578,0.2554,IM
3,9.6285,9.125,0.1085,0.5504,0.258,IM
3,9.6075,8.94,0.1086,0.5517,0.2525,IM
3,11.9385,9.135,0.1198,0.6011,0.2819,IM
3,9.9495,8.93,0.089,0.4883,0.2417,IM
3,10.513,8.67,0.1007,0.5485,0.2386,IM
3,10.227,9.64,0.1132,0.5655,0.2222,IM
2,9.946,8.955,0.088,0.4842,0.2422,IM
2,10.9685,8.665,0.1026,0.5652,0.2574,IM
2,10.6105,8.765,0.0954,0.5195,0.2605,IM
2,9.212,9.58,0.0858,0.4344,0.218,IM
2,11.5635,8.91,0.1115,0.5875,0.2798,IM
2,10.082,9.23,0.0943,0.4856,0.2492,IM
3,9.7095,9.73,0.0993,0.4837,0.2248,IM
4,10.523,9.625,0.1081,0.5475,0.2532,IM
4,10.165,9.725,0.1008,0.5017,0.2539,IM
2,11.022,9.565,0.1131,0.5215,0.2815,IM
3,10.9525,10,0.1132,0.5026,0.2894,IM
2,8.445,8.955,0.088,0.4615,0.2087,IM
3,8.461,8.855,0.0918,0.4855,0.2087,IM
4,8.422,9.105,0.0823,0.4286,0.2095,IM
3,8.4025,9.23,0.0782,0.3989,0.2093,IM
2,8.6665,8.695,0.0952,0.4996,0.2103,IM
2,8.395,9.265,0.0962,0.4762,0.2122,IM
2,8.581,9.23,0.0945,0.4624,0.2155,IM
2,8.438,9.005,0.0849,0.453,0.2098,IM
3,8.663,8.72,0.094,0.4951,0.2108,IM
2,8.624,8.97,0.0834,0.4389,0.2127,IM
3,8.558,9.38,0.0884,0.4297,0.216,IM
2,8.5935,9.155,0.0964,0.4835,0.2162,IM
4,8.574,9.28,0.0917,0.4551,0.2165,IM
3,8.5545,9.405,0.087,0.426,0.2165,IM
3,8.7795,9.12,0.0947,0.4697,0.219,IM
3,8.7295,9.43,0.1026,0.484,0.2229,IM
2,9.5215,9.58,0.091,0.4192,0.2566,IM
2,11.1735,10.69,0.1173,0.5457,0.3255,IM
2,10.711,10.745,0.1128,0.5229,0.3072,IM
3,10.7335,10.985,0.11,0.482,0.3493,IM
2,11.1075,9.03,0.115,0.5634,0.2699,IM
2,9.278,7.955,0.0879,0.6045,0.1979,IM
2,9.7865,7.99,0.0887,0.6178,0.2037,IM
2,9.3815,8.03,0.0874,0.5969,0.2001,IM
2,9.2945,8.255,0.0994,0.6028,0.2083,IM
3,10.188,7.975,0.0883,0.6313,0.2078,IM
2,9.2745,7.98,0.0861,0.5969,0.1986,IM
2,9.378,8.055,0.0856,0.5893,0.2008,IM
2,9.7995,8.315,0.0987,0.6101,0.2162,IM
3,9.3945,8.355,0.0971,0.5896,0.2122,IM
2,9.225,8.69,0.1077,0.5949,0.2206,IM
2,9.7125,8.54,0.1089,0.6089,0.2215,IM
3,9.3075,8.58,0.107,0.5888,0.2166,IM
2,9.2415,8.99,0.1147,0.5807,0.2263,IM
4,9.271,8.005,0.0844,0.5889,0.1993,IM
3,9.6925,8.265,0.0977,0.6117,0.214,IM
3,9.643,8.975,0.1154,0.5968,0.2321,IM
2,9.3205,8.905,0.1125,0.5711,0.2221,IM
3,9.689,8.29,0.096,0.6054,0.2146,IM
2,9.809,8.665,0.105,0.5921,0.2267,IM
2,9.4205,9.005,0.1102,0.5599,0.2285,IM
4,9.888,8.58,0.1027,0.5809,0.2239,IM
2,10.0045,8.98,0.1077,0.5582,0.2354,IM
2,8.5105,8.92,0.0901,0.477,0.1952,IM
2,9.0385,8.83,0.0974,0.5175,0.2116,IM
2,9.5665,8.74,0.1032,0.5574,0.2228,IM
2,9.2635,8.545,0.1033,0.5585,0.2094,IM
2,8.6695,9.045,0.1028,0.5105,0.2014,IM
3,8.65,9.17,0.098,0.4823,0.2018,IM
2,9.1975,8.955,0.1095,0.5508,0.217,IM
2,9.178,9.08,0.1044,0.5229,0.2185,IM
2,10.157,8.265,0.0971,0.594,0.2196,IM
2,8.507,8.945,0.0891,0.4726,0.1958,IM
3,9.035,8.855,0.0962,0.5131,0.2121,IM
2,9.563,8.765,0.1019,0.553,0.2234,IM
3,9.2405,8.695,0.0985,0.5268,0.2122,IM
3,9.7685,8.605,0.1031,0.5665,0.2218,IM
4,8.6465,9.195,0.0966,0.4787,0.2024,IM
2,9.1745,9.105,0.1032,0.5193,0.2191,IM
2,9.5595,8.79,0.1006,0.5483,0.2239,IM
3,9.237,8.72,0.0972,0.522,0.2128,IM
3,9.765,8.63,0.1017,0.5617,0.2223,IM
4,9.7455,8.755,0.0986,0.5347,0.2251,IM
3,8.643,9.22,0.0951,0.4749,0.2029,IM
3,9.171,9.13,0.102,0.5156,0.2196,IM
3,9.3765,8.97,0.1049,0.5297,0.22,IM
2,9.1675,9.155,0.1008,0.5116,0.2202,IM
2,10.7375,8.965,0.1185,0.6411,0.2286,IM
3,10.0765,8.87,0.1138,0.5973,0.218,IM
3,10.349,9.305,0.1218,0.6031,0.2256,IM
3,10.6315,8.565,0.1062,0.6199,0.2282,IM
2,10.057,8.94,0.1135,0.6013,0.2289,IM
2,10.3955,8.965,0.1153,0.6194,0.229,IM
3,10.243,8.905,0.1118,0.5878,0.23,IM
3,9.821,9.34,0.1204,0.596,0.2237,IM
2,10.007,9.305,0.1185,0.5827,0.2258,IM
3,9.665,9.305,0.1152,0.5619,0.2259,IM
3,10.0035,9.33,0.1172,0.5796,0.2263,IM
3,9.1535,9.235,0.1009,0.5207,0.183,IM
2,9.922,9.025,0.0967,0.5493,0.2334,IM
3,11.1215,9.35,0.1097,0.6007,0.2707,IM
2,9.237,9.32,0.0869,0.4689,0.2258,IM
4,8.3855,9.645,0.087,0.429,0.2221,IM
2,10.7735,8.25,0.0858,0.6263,0.2116,IM
3,10.1645,8.435,0.0835,0.5917,0.2133,IM
3,10.3605,9.095,0.0986,0.5689,0.2377,IM
3,8.509,8.33,0.0639,0.4668,0.2073,IM
2,9.4685,8.135,0.0837,0.5882,0.2099,IM
2,8.9855,8.665,0.0796,0.4977,0.1932,IM
2,9.4665,8.515,0.0827,0.56,0.1966,IM
2,9.2755,8.985,0.088,0.539,0.1951,IM
3,9.7955,8.585,0.0838,0.5396,0.2069,IM
2,10.8515,8.405,0.0886,0.6164,0.2224,IM
4,9.7145,8.68,0.0819,0.5433,0.2102,IM
2,9.7095,9.235,0.0926,0.5098,0.2237,IM
2,9.3515,9.335,0.0857,0.4633,0.2244,IM
2,10.2375,9.145,0.0972,0.5496,0.235,IM
3,10.31,9.26,0.0881,0.5836,0.2509,IM
3,9.696,10,0.0965,0.5132,0.2554,IM
2,10.8015,8.715,0.0973,0.6411,0.2305,IM
2,10.411,8.41,0.0948,0.611,0.2239,IM
2,10.257,9.02,0.0993,0.5764,0.2325,IM
2,9.165,9.335,0.0844,0.5078,0.2067,IM
3,9.301,9.61,0.0908,0.5152,0.2131,IM
2,8.943,9.71,0.0844,0.469,0.2114,IM
2,9.079,9.985,0.0901,0.4735,0.2173,IM
3,7.7645,8.63,0.0643,0.4139,0.1677,IM
3,8.2535,9.36,0.084,0.4419,0.1865,IM
2,8.592,9.385,0.086,0.4612,0.1877,IM
3,11.5295,9.06,0.1145,0.6306,0.2627,IM
2,11.1245,9.1,0.1123,0.6106,0.2595,IM
2,10.3245,8.64,0.0953,0.5607,0.2406,IM
4,10.4605,8.915,0.1017,0.567,0.2487,IM
4,10.1025,9.015,0.0959,0.5214,0.2522,IM
2,9.91,9.5,0.0933,0.4905,0.2597,IM
2,10.391,9.35,0.1061,0.5567,0.2594,IM
3,11.0555,9.16,0.1109,0.5915,0.271,IM
2,10.6975,9.26,0.1048,0.5459,0.2748,IM
2,10.2385,9.29,0.1017,0.525,0.2599,IM
2,8.6835,8.505,0.0911,0.5218,0.2188,IM
2,9.0555,8.435,0.0876,0.4943,0.2202,IM
2,8.6965,8.83,0.0958,0.511,0.2238,IM
3,9.3415,8.765,0.0967,0.5186,0.2452,IM
2,10.664,9.86,0.1115,0.5682,0.2851,IM
3,10.9975,10.38,0.109,0.5281,0.3229,IM
2,9.8055,8.745,0.1008,0.5732,0.2287,IM
3,9.939,9.015,0.1075,0.5614,0.2535,IM
2,10.2775,9.04,0.1093,0.5798,0.2534,IM
4,11.248,9.33,0.1073,0.5705,0.2745,IM
3,9.6295,11.265,0.0922,0.4643,0.2926,IM
2,9.562,10.595,0.0896,0.4675,0.2686,IM
3,10.074,10.345,0.0918,0.4709,0.2972,IM
2,9.698,10.87,0.0949,0.4678,0.2737,IM
2,10.5555,10.28,0.1078,0.5175,0.3192,IM
3,9.9105,8.335,0.0888,0.556,0.1913,IM
2,10.8545,8.155,0.0883,0.6231,0.2073,IM
3,10.2405,8.895,0.0999,0.5586,0.2273,IM
2,9.46,8.77,0.0972,0.5287,0.2229,IM
2,10.197,7.98,0.0839,0.6079,0.2031,IM
2,10.5355,8.005,0.0851,0.6277,0.2027,IM
2,10.874,8.03,0.0862,0.6476,0.2023,IM
3,10.615,8.265,0.096,0.6252,0.219,IM
3,10.21,8.305,0.0944,0.6044,0.215,IM
3,9.805,8.345,0.0928,0.5837,0.2109,IM
3,10.3265,8.705,0.102,0.5869,0.228,IM
2,9.9215,8.745,0.1001,0.5665,0.2238,IM
3,10.26,8.77,0.1016,0.5853,0.2237,IM
3,9.165,9.14,0.093,0.5099,0.237,IM
3,9.2815,9.54,0.0948,0.4884,0.2456,IM
2,9.8095,9.45,0.1008,0.5285,0.2559,IM
2,9.1105,8.335,0.083,0.4992,0.1842,IM
3,9.449,8.36,0.0852,0.5187,0.1847,IM
3,9.6385,8.245,0.0872,0.5382,0.1973,IM
3,9.977,8.27,0.0892,0.5575,0.1975,IM
3,10.1665,8.155,0.0899,0.5766,0.2058,IM
2,9.5525,8.895,0.0939,0.5086,0.2156,IM
2,9.891,8.92,0.0961,0.5273,0.216,IM
3,11.5135,7.045,0.0412,0.6384,0.1527,BCC
2,11.852,7.07,0.0429,0.6603,0.1518,BCC
3,11.345,7.03,0.0392,0.6087,0.1559,BCC
3,12.022,7.08,0.0424,0.6523,0.1539,BCC
3,12.3605,7.105,0.0437,0.6742,0.1529,BCC
4,10.77,7.06,0.0398,0.5977,0.1505,BCC
2,11.447,7.11,0.043,0.6413,0.1488,BCC
2,11.7855,7.135,0.0448,0.6633,0.1479,BCC
3,10.94,7.07,0.0394,0.5898,0.1533,BCC
2,11.2785,7.095,0.0409,0.6116,0.1523,BCC
4,11.617,7.12,0.0425,0.6334,0.1513,BCC
4,11.9555,7.145,0.0442,0.6553,0.1503,BCC
4,11.787,7.13,0.042,0.6254,0.1528,BCC
3,12.1255,7.155,0.0437,0.6473,0.1517,BCC
4,10.0265,7.075,0.0377,0.5569,0.1481,BCC
2,10.365,7.1,0.0395,0.5787,0.1472,BCC
2,10.7035,7.125,0.0413,0.6004,0.1464,BCC
4,11.042,7.15,0.043,0.6223,0.1455,BCC
4,11.212,7.16,0.0425,0.6144,0.1485,BCC
4,9.6215,7.115,0.0366,0.5376,0.1445,BCC
4,10.4685,7.175,0.04,0.5734,0.1465,BCC
3,10.807,7.2,0.042,0.5952,0.1455,BCC
4,9.9615,7.135,0.0355,0.5218,0.1509,BCC
4,10.3,7.16,0.0375,0.5437,0.1499,BCC
2,10.6385,7.185,0.0395,0.5655,0.1489,BCC
3,10.977,7.21,0.0415,0.5873,0.1479,BCC
3,11.3155,7.235,0.0435,0.6091,0.1468,BCC
4,10.8085,7.195,0.0389,0.5577,0.1502,BCC
4,11.4855,7.245,0.0429,0.6013,0.148,BCC
4,11.6555,7.255,0.0423,0.5934,0.1481,BCC
4,10.2335,7.225,0.0382,0.5462,0.1461,BCC
3,10.065,7.21,0.0353,0.5164,0.1489,BCC
4,10.4035,7.235,0.0375,0.5384,0.1478,BCC
4,10.742,7.26,0.0397,0.5602,0.1467,BCC
4,11.0805,7.285,0.042,0.582,0.1457,BCC
3,10.912,7.27,0.0391,0.5524,0.1473,BCC
2,11.2505,7.295,0.0413,0.5742,0.1462,BCC
3,10.0575,7.17,0.0426,0.5876,0.1597,BCC
3,11.0745,7.24,0.0448,0.6157,0.1672,BCC
3,9.314,7.185,0.04,0.546,0.1561,BCC
4,9.484,7.195,0.0395,0.5382,0.162,BCC
3,9.8225,7.22,0.0413,0.5601,0.1613,BCC
4,10.6695,7.28,0.0443,0.5961,0.1642,BCC
2,10.8395,7.29,0.0438,0.5882,0.1672,BCC
2,9.926,7.295,0.0413,0.5544,0.1617,BCC
3,9.521,7.335,0.0396,0.5345,0.1582,BCC
2,9.691,7.345,0.0389,0.5267,0.1622,BCC
4,10.0295,7.37,0.0412,0.5487,0.1614,BCC
3,10.368,7.395,0.0434,0.5706,0.1606,BCC
2,9.861,7.355,0.0383,0.5189,0.1651,BCC
2,10.1995,7.38,0.0405,0.5409,0.1642,BCC
3,10.538,7.405,0.0427,0.5628,0.1633,BCC
4,10.708,7.415,0.0421,0.555,0.1649,BCC
3,9.2135,7.405,0.0432,0.5412,0.1678,BCC
4,10.3425,6.93,0.041,0.5988,0.141,BCC
1,8.171,14.28,0.0346,0.1662,0.2169,FCC
4,8.1195,14.205,0.0329,0.163,0.2167,FCC
4,7.833,14.46,0.0304,0.1424,0.1618,FCC
1,7.6095,13.06,0.0446,0.1989,0.1294,BCC+FCC
1,7.986,13.61,0.0463,0.1825,0.1324,BCC+FCC
1,7.9185,14.54,0.0494,0.1915,0.1548,BCC+FCC
1,7.9905,14.12,0.0496,0.1891,0.1431,BCC+FCC
1,8.0625,13.7,0.049,0.1861,0.1286,BCC+FCC
1,7.939,14.045,0.0482,0.189,0.1421,BCC+FCC
1,8.1155,13.945,0.0502,0.1871,0.1328,BCC+FCC
1,7.9405,14.215,0.0494,0.1911,0.1436,BCC+FCC
1,8.1685,14.19,0.0506,0.1874,0.1363,BCC+FCC
1,8.0655,14.04,0.051,0.1895,0.134,BCC+FCC
1,7.7575,15.17,0.0352,0.1519,0.1819,FCC
1,7.522,12.535,0.0451,0.1967,0.123,BCC+FCC
1,7.8985,13.085,0.0459,0.1861,0.1267,BCC+FCC
1,7.9,13.255,0.0471,0.1889,0.1318,BCC+FCC
1,8.056,13.65,0.0526,0.193,0.1382,BCC+FCC
1,7.85,13.35,0.0459,0.1903,0.1352,BCC+FCC
1,7.8515,13.52,0.0473,0.193,0.1383,BCC+FCC
1,7.8,13.445,0.0445,0.1917,0.1373,BCC+FCC
1,8.1075,14.755,0.0498,0.1749,0.146,BCC+FCC
1,8.0765,14.185,0.0476,0.1721,0.1344,BCC+FCC
1,7.864,12.805,0.0485,0.1928,0.1268,BCC+FCC
1,7.917,13.05,0.052,0.1969,0.1324,BCC+FCC
1,7.814,12.9,0.0474,0.1939,0.1311,BCC+FCC
1,7.733,12.425,0.0432,0.1911,0.1156,BCC+FCC
1,7.5705,11.98,0.0411,0.178,0.1185,BCC+FCC
2,8.3235,10.25,0.0976,0.4825,0.1913,IM
2,8.3775,10.56,0.1092,0.469,0.278,IM
2,9.178,10.63,0.1074,0.4519,0.3273,IM
4,8.2575,11.965,0.0407,0.1878,0.1693,FCC
1,7.9245,15.43,0.0331,0.1348,0.1932,FCC
1,7.945,14.935,0.0317,0.1327,0.1831,FCC
1,7.8935,14.86,0.0296,0.1286,0.1822,FCC
4,7.826,14.19,0.0334,0.1438,0.1829,FCC
4,7.9655,14.44,0.0309,0.1305,0.1715,FCC
2,7.914,14.365,0.028,0.1266,0.1707,FCC
1,7.9465,15.105,0.0333,0.1374,0.1841,FCC
4,7.967,14.61,0.0325,0.1351,0.1734,FCC
1,7.771,14.405,0.0366,0.1512,0.1947,FCC
1,7.8795,14.085,0.0314,0.1342,0.1703,FCC
1,7.9325,14.33,0.0343,0.143,0.173,FCC
3,9.3215,9.18,0.1208,0.6094,0.2867,IM
2,8.847,9.165,0.1158,0.566,0.2816,IM
2,8.781,9.575,0.1179,0.5495,0.2827,IM
2,8.7825,9.745,0.1189,0.5522,0.2929,IM
2,8.765,10.1,0.1107,0.5302,0.2295,IM
2,7.9875,10.27,0.1004,0.4734,0.2168,IM
2,8.0895,10.22,0.1062,0.4987,0.2343,IM
2,8.3275,10.465,0.104,0.4932,0.2288,IM
2,8.6775,9.575,0.1055,0.5265,0.2221,IM
3,8.3065,8.16,0.1018,0.5503,0.2696,IM
3,9.5695,10.9,0.1131,0.4709,0.3361,IM
3,9.908,10.925,0.1155,0.4873,0.3371,IM
1,7.723,14.61,0.0353,0.1543,0.1852,FCC
1,7.6715,14.535,0.0331,0.1489,0.1845,FCC
1,7.7435,14.115,0.0346,0.1531,0.1723,FCC
1,7.6185,12.065,0.0461,0.1898,0.1245,BCC+FCC
4,7.8035,14.81,0.0338,0.1757,0.27,FCC
4,7.896,13.895,0.0362,0.1797,0.2456,FCC
2,9.1995,8.745,0.0921,0.6013,0.2042,IM
2,9.007,8.74,0.0928,0.561,0.1886,IM
3,7.023,9.14,0.0702,0.3691,0.1667,IM
4,9.5305,6.91,0.0431,0.4856,0.1477,BCC
4,10.5825,6.61,0.0369,0.5174,0.1449,BCC
4,10.451,6.735,0.0369,0.4917,0.1478,BCC
2,10.7895,6.76,0.0391,0.5124,0.147,BCC
4,10.893,6.835,0.0402,0.5097,0.147,BCC
2,10.658,6.885,0.0391,0.4857,0.1473,BCC
3,9.87,6.72,0.0384,0.5219,0.1456,BCC
3,8.8575,6.94,0.0391,0.4605,0.1614,BCC
3,9.196,6.965,0.0409,0.4825,0.1612,BCC
4,8.4075,6.64,0.0424,0.4867,0.1332,BCC
2,8.746,6.665,0.0439,0.5089,0.1332,BCC
3,8.869,6.615,0.0377,0.4844,0.134,BCC
4,9.546,6.665,0.0408,0.5277,0.1336,BCC
3,8.511,6.715,0.0422,0.4813,0.1398,BCC
3,9.188,6.765,0.0457,0.5255,0.1395,BCC
4,9.5265,6.79,0.0475,0.5474,0.1394,BCC
3,7.8145,6.79,0.0449,0.4452,0.145,BCC
3,9.1795,6.84,0.0385,0.4705,0.1455,BCC
2,9.518,6.865,0.0407,0.4926,0.145,BCC
3,9.8565,6.89,0.0429,0.5144,0.1445,BCC
3,9.283,6.915,0.0383,0.4657,0.1475,BCC
2,9.6215,6.94,0.0407,0.4878,0.1469,BCC
4,8.665,6.76,0.0416,0.4923,0.1387,BCC
3,9.0035,6.785,0.0432,0.5142,0.1387,BCC
4,9.342,6.81,0.0447,0.5359,0.1387,BCC
3,7.9685,6.835,0.044,0.4615,0.1431,BCC
4,8.0915,6.785,0.0382,0.4424,0.1453,BCC
4,8.43,6.81,0.04,0.465,0.1452,BCC
2,8.7685,6.835,0.0418,0.4873,0.1451,BCC
4,9.107,6.86,0.0436,0.5093,0.145,BCC
4,7.8875,6.93,0.0418,0.4472,0.1481,BCC
2,8.226,6.955,0.0436,0.4698,0.1482,BCC
3,9.8165,6.455,0.0351,0.5114,0.1316,BCC
2,8.7815,6.505,0.0381,0.4733,0.1396,BCC
3,9.797,6.58,0.0427,0.539,0.1384,BCC
2,10.1355,6.605,0.0443,0.5606,0.138,BCC
2,8.4235,6.605,0.042,0.4651,0.1461,BCC
3,10.325,6.49,0.0366,0.5244,0.1393,BCC
4,10.6635,6.515,0.0387,0.5452,0.1387,BCC
4,9.967,6.59,0.0423,0.5311,0.147,BCC
2,10.3055,6.615,0.0438,0.5527,0.1465,BCC
3,10.8335,6.525,0.038,0.5372,0.1449,BCC
3,11.172,6.55,0.0398,0.5579,0.1442,BCC
2,10.362,6.63,0.0394,0.5255,0.1356,BCC
2,8.9885,6.655,0.0378,0.4631,0.1455,BCC
4,9.327,6.68,0.0398,0.4854,0.1449,BCC
3,9.6655,6.705,0.0418,0.5075,0.1443,BCC
3,10.004,6.73,0.0438,0.5293,0.1437,BCC
3,10.532,6.64,0.0389,0.5175,0.1415,BCC
2,10.702,6.65,0.0384,0.5094,0.1458,BCC
2,11.0405,6.675,0.0402,0.5305,0.1449,BCC
3,11.379,6.7,0.0422,0.5515,0.144,BCC
4,9.4305,6.755,0.0396,0.4803,0.1465,BCC
4,10.974,6.74,0.042,0.535,0.1406,BCC
4,10.8055,6.725,0.0394,0.5057,0.1449,BCC
4,10.569,6.78,0.0415,0.518,0.1369,BCC
4,9.534,6.83,0.0392,0.475,0.1473,BCC
4,9.8725,6.855,0.0416,0.4972,0.1466,BCC
3,10.909,6.8,0.0402,0.5019,0.1434,BCC
2,11.079,6.81,0.0396,0.4938,0.1448,BCC
3,8.7925,9.43,0.0947,0.5361,0.205,IM
2,9.1655,9.645,0.1065,0.5679,0.2046,IM
2,8.7265,9.84,0.1014,0.5276,0.2024,IM
2,9.2185,9.89,0.1108,0.577,0.2156,IM
2,9.439,10.045,0.1174,0.5712,0.2186,IM
3,8.728,10.01,0.1028,0.5318,0.2147,IM
2,8.9485,10.165,0.109,0.5276,0.2174,IM
4,8.897,10.09,0.1063,0.5231,0.2189,IM
2,8.458,10.285,0.1006,0.4827,0.2148,IM
2,8.68,10.61,0.1059,0.4801,0.2283,IM
1,8.169,14.46,0.0385,0.1771,0.2239,FCC
1,8.1175,14.385,0.0367,0.1744,0.2238,FCC
1,7.8105,15.135,0.0357,0.157,0.1884,FCC
1,7.759,15.06,0.0337,0.1533,0.1877,FCC
4,7.7795,14.565,0.0325,0.1517,0.1756,FCC
1,7.9045,13.485,0.0472,0.1923,0.1369,BCC+FCC
3,9.2805,10.305,0.1221,0.5227,0.313,IM
3,9.35,10.85,0.1227,0.4995,0.3218,IM
